Entry	Gene names	Length
Q15120	PDK3 PDHK3	406
O60568	PLOD3	738
P60900	PSMA6 PROS27	246
P62195	PSMC5 SUG1	406
Q8WWY3	PRPF31 PRP31	499
Q8NBW4	SLC38A9 URLC11	561
Q9Y666	SLC12A7 KCC4	1083
Q9NSI8	SAMSN1 HACS1	373
O00422	SAP18 GIG38	153
P53992	SEC24C KIAA0079	1094
Q9Y371	SH3GLB1 KIAA0491 CGI-61	365
O75533	SF3B1 SAP155	1304
Q13573	SNW1 SKIIP SKIP	536
P57768	SNX16	344
O43557	TNFSF14 HVEML LIGHT UNQ391/PRO726	240
Q9Y617	PSAT1 PSA	370
Q9P0U3	SENP1	644
Q9BQF6	SENP7 KIAA1707 SSP2 SUSP2	1050
Q96T68	SETDB2 C13orf4 CLLD8 KMT1F	719
Q92187	ST8SIA4 PST PST1 SIAT8D	359
Q9H2G2	SLK KIAA0204 STK2	1235
O60880	SH2D1A DSHP SAP	128
Q7KZF4	SND1 TDRD11	910
P55000	SLURP1 ARS	103
O95391	SLU7	586
P19429	TNNI3 TNNC1	210
P35247	SFTPD COLEC7 PSPD SFTP4	375
Q9BSF0	C2orf88	95
Q13641	TPBG 5T4	420
Q96B97	SH3KBP1 CIN85	665
Q96H20	SNF8 EAP30	258
P03973	SLPI WAP4 WFDC4	132
O75326	SEMA7A CD108 SEMAL	666
P01286	GHRH GHRF	108
B7Z8K6	TRDC	153
P63208	SKP1 EMC19 OCP2 SKP1A TCEB1L	163
Q15388	TOMM20 KIAA0016	145
P28908	TNFRSF8 CD30 D1S166E	595
P36406	TRIM23 ARD1 ARFD1 RNF46	574
Q07011	TNFRSF9 CD137 ILA	255
Q8TBZ6	TRMT10A RG9MTD2	339
Q309B1	TRIM16L TRIM70	348
Q9NS69	TOMM22 TOM22	142
Q63HR2	TNS2 KIAA1075 TENC1	1409
Q14258	TRIM25 EFP RNF147 ZNF147	630
Q9HCB6	SPON1 KIAA0762 VSGP	807
Q16629	SRSF7 SFRS7	238
P21549	AGXT AGT1 SPAT	392
Q7KZ85	SUPT6H KIAA0162 SPT6H	1726
O43278	SPINT1 HAI1 UNQ223/PRO256	529
P61011	SRP54	504
Q5W111	SPRYD7 C13orf1 CLLD6	196
P51649	ALDH5A1 SSADH	535
Q9NQA5	TRPV5 ECAC1	729
Q9UHE8	STEAP1 PRSS24 STEAP	339
P56962	STX17	302
O43752	STX6	255
P50225	SULT1A1 STP STP1 OK/SW-cl.88	295
Q8WU08	STK32A YANK1	396
Q8WXE9	STON2 STN2 STNB	905
Q9UEW8	STK39 SPAK	545
Q16849	PTPRN ICA3 ICA512	979
P37231	PPARG NR1C3	505
P08134	RHOC ARH9 ARHC	193
P62987	UBA52 UBCEP2	128
Q8IYW5	RNF168	571
P62487	POLR2G RPB7	172
Q96MS0	ROBO3	1386
Q9HCK4	ROBO2 KIAA1568	1378
P35499	SCN4A	1836
Q9BQE4	SELENOS SELS VIMP AD-015 SBBI8	189
P62306	SNRPF PBSCF	86
P48061	CXCL12 SDF1 SDF1A SDF1B	93
Q01974	ROR2 NTRKR2	943
Q13084	MRPL28 MAAT1	256
Q9BYC8	MRPL32 HSPC283	188
P36952	SERPINB5 PI5	375
P62861	FAU	133
Q9NP59	SLC40A1 FPN1 IREG1 SLC11A3 MSTP079	571
P33763	S100A5 S100D	92
Q96GA7	SDSL	329
P05109	S100A8 CAGA CFAG MRP8	93
P31151	S100A7 PSOR1 S100A7C	101
P21912	SDHB SDH SDH1	280
P80511	S100A12	92
Q99250	SCN2A NAC2 SCN2A1 SCN2A2	2005
Q86YT5	SLC13A5 NACT	568
Q16348	SLC15A2 PEPT2	729
P21453	S1PR1 CHEDG1 EDG1	382
Q695T7	SLC6A19 B0AT1	634
Q07890	SOS2	1332
Q15393	SF3B3 KIAA0017 SAP130	1217
Q9NRY2	INIP C9orf80 SSBIP1 HSPC043 HSPC291	104
Q9NRS6	SNX15	342
P62314	SNRPD1	119
P78324	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	504
P35716	SOX11	441
Q9UJ37	ST6GALNAC2 SIAT7B SIATL1 STHM	374
P23510	TNFSF4 TXGP1	183
Q15797	SMAD1 BSP1 MADH1 MADR1	465
Q8N5H7	SH2D3C NSP3 UNQ272/PRO309/PRO34088	860
P60174	TPI1 TPI	249
P16035	TIMP2	220
Q9UKE5	TNIK KIAA0551	1360
Q15025	TNIP1 KIAA0113 NAF1	636
P35625	TIMP3	211
Q93096	PTP4A1 PRL1 PTPCAAX1	173
O75674	TOM1L1 SRCASM	476
Q8NFZ5	TNIP2 ABIN2 FLIP1	429
Q12974	PTP4A2 PRL2 PTPCAAX2 BM-008	167
O75365	PTP4A3 PRL3	173
O95271	TNKS PARP5A PARPL TIN1 TINF1 TNKS1	1327
Q9H2K2	TNKS2 PARP5B TANK2 TNKL	1166
Q92547	TOPBP1 KIAA0259	1522
Q96KB5	PBK TOPK	322
Q12888	TP53BP1	1972
Q9NWC5	TMEM45A DERP7 DNAPTP4	275
P01850	TRBC1	176
P63316	TNNC1 TNNC	161
A0A5B9	TRBC2 TCRBC2	178
Q6P589	TNFAIP8L2	184
Q9Y490	TLN1 KIAA1027 TLN	2541
Q9Y4G6	TLN2 KIAA0320	2542
P07204	THBD THRM	575
P00750	PLAT	562
Q15633	TARBP2 TRBP	366
Q9BRT9	GINS4 SLD5	223
P29350	PTPN6 HCP PTP1C	595
P23468	PTPRD	1912
P61254	RPL26	145
O60930	RNASEH1 RNH1	286
P09001	MRPL3 MRL3 RPML3	348
P55735	SEC13 D3S1231E SEC13A SEC13L1 SEC13R	322
Q8TDP1	RNASEH2C AYP1	164
Q9BYD6	MRPL1 BM-022	325
Q9BYD1	MRPL13	178
Q9H4P4	RNF41 FLRF NRDP1 SBBI03	317
P78317	RNF4 SNURF RES4-26	190
Q9H9J2	MRPL44	332
O14508	SOCS2 CIS2 SSI2 STATI2	198
Q14683	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	1233
Q9NQG5	RPRD1B C20orf77 CREPT	326
P62266	RPS23	143
Q6SPF0	SAMD1	538
P31213	SRD5A2	254
P46059	SLC15A1 PEPT1	708
P31431	SDC4	198
Q9HAS3	SLC28A3 CNT3	691
Q9NR83	SLC2A4RG HDBP1	387
P31040	SDHA SDH2 SDHF	664
Q9BY50	SEC11C SEC11L3 SPC21 SPCS4C	192
Q96HN2	AHCYL2 KIAA0828	611
O43290	SART1	800
Q9BQ15	NABP2 OBFC2B SSB1 LP3587	211
Q15428	SF3A2 SAP62	464
Q9NRH2	SNRK KIAA0096 SNFRK	765
Q9Y5W9	SNX11	270
Q13596	SNX1	522
Q96Q15	SMG1 ATX KIAA0421 LIP	3661
Q86XE0	SNX32 SNX6B	403
Q9NRF2	SH2B1 KIAA1299 SH2B	756
Q99717	SMAD5 MADH5	465
O15198	SMAD9 MADH6 MADH9 SMAD8	467
Q8IY92	SLX4 BTBD12 KIAA1784 KIAA1987	1834
O75368	SH3BGRL	114
Q9H2E6	SEMA6A KIAA1368 SEMAQ	1030
Q08AF3	SLFN5	891
P45379	TNNT2	298
P23246	SFPQ PSF	707
O15344	MID1 FXY RNF59 TRIM18 XPRF	667
O60784	TOM1	492
O14836	TNFRSF13B TACI	293
Q96RJ3	TNFRSF13C BAFFR BR3	184
Q99962	SH3GL2 CNSA2 SH3D2A	352
Q8IYM2	SLFN12	578
Q9BVS5	TRMT61B	477
Q96GM5	SMARCD1 BAF60A	515
Q9C004	SPRY4	299
Q9BYN0	SRXN1 C20orf139 SRX SRX1	137
Q68D10	SPTY2D1	685
Q13263	TRIM28 KAP1 RNF96 TIF1B	835
Q96CG3	TIFA T2BP	184
Q9NQ88	TIGAR C12orf5	270
Q495A1	TIGIT VSIG9 VSTM3	244
Q8WZ42	TTN	34350
P20366	TAC1 NKA NKNA TAC2	129
Q86UU9	TAC4	113
P35030	PRSS3 PRSS4 TRY3 TRY4	304
Q7Z699	SPRED1	444
Q7Z698	SPRED2	418
Q9Y4P9	SPEF1 C20orf28	236
O75886	STAM2 HBP	525
O94875	SORBS2 ARGBP2 KIAA0777	1100
Q9BX66	SORBS1 KIAA0894 KIAA1296 SH3D5	1292
Q9HBM1	SPC25 SPBC25 AD024	224
Q9HB21	PLEKHA1 TAPP1	404
O75925	PIAS1 DDXBP1	651
Q9H4M7	PLEKHA4 PEPP1	779
Q8WZA1	POMGNT1 MGAT1.2 UNQ746/PRO1475	660
Q9Y2H5	PLEKHA6 KIAA0969 PEPP3	1048
Q5JS13	RALGPS1 KIAA0351 RALGEF2	557
P01236	PRL	227
Q05209	PTPN12	780
P28072	PSMB6 LMPY Y	239
P28070	PSMB4 PROS26	264
Q9UBZ9	REV1 REV1L	1251
A1A4S6	ARHGAP10 GRAF2	786
Q9UGC6	RGS17 RGSZ2	210
P52758	RIDA HRSP12	137
Q8WXF3	RLN3 INSL7 RXN3 ZINS4 UNQ6188/PRO20213	142
O43353	RIPK2 CARDIAK RICK RIP2 UNQ277/PRO314/PRO34092	540
Q9BVS4	RIOK2 RIO2	552
Q969X0	RILPL2 RLP2	211
Q96P16	RPRD1A P15RS	312
Q9Y2L1	DIS3 KIAA1008 RRP44	958
P63220	RPS21	83
P28702	RXRB NR2B2	533
Q9NQZ2	UTP3 CRLZ1 SAS10	479
P21583	KITLG MGF SCF	273
Q15020	SART3 KIAA0156 TIP110	963
P35498	SCN1A NAC1 SCN1	2009
Q8IWT1	SCN4B	228
Q99442	SEC62 TLOC1	399
P60468	SEC61B	96
Q8WVM7	STAG1 SA1 SCC3	1258
Q14849	STARD3 CAB1 MLN64	445
P40763	STAT3 APRF	770
O75762	TRPA1 ANKTM1	1119
O75044	SRGAP2 ARHGAP34 FNBP2 KIAA0456 SRGAP2A	1071
Q9BXP5	SRRT ARS2 ASR2	876
P50226	SULT1A2 STP2	295
Q6IQ55	TTBK2 KIAA0847	1244
Q8WUJ0	STYX	223
Q9Y6E0	STK24 MST3 STK3	443
Q9P289	STK26 MASK MST4	416
O95425	SVIL	2214
Q9NPJ4	PNRC2 HSPC208	139
Q02127	DHODH	395
Q9ULW5	RAB26	256
Q8WUD1	RAB2B	216
Q9NP90	RAB9B RAB9L	201
P05388	RPLP0	317
Q92900	UPF1 KIAA0221 RENT1	1129
Q9HAU5	UPF2 KIAA1408 RENT2	1272
P35249	RFC4	363
Q02878	RPL6 TXREB1	288
P05423	POLR3D BN51 BN51T	398
O75116	ROCK2 KIAA0619	1388
P35398	RORA NR1F1 RZRA	523
Q99808	SLC29A1 ENT1	456
O15318	POLR3G	223
P07998	RNASE1 RIB1 RNS1	156
Q6P5S7	RNASEK	137
Q96TC7	RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274	470
P19388	POLR2E	210
Q6ZNA4	RNF111	994
P25398	RPS12	132
P63162	SNRPN HCERN3 SMN	240
P08865	RPSA LAMBR LAMR1	295
Q9NR31	SAR1A SAR1 SARA SARA1	198
P26447	S100A4 CAPL MTS1	101
Q86SG5	S100A7A S100A15 S100A7L1	101
O76054	SEC14L2 C22orf6 KIAA1186 KIAA1658	403
Q04837	SSBP1 SSBP	148
P19623	SRM SPS1 SRML1	302
Q9H6E5	TUT1 RBM21	874
Q5VWG9	TAF3	929
Q8IZX4	TAF1L	1826
Q9BWS9	CHID1 GL008 PSEC0104 SB139	393
A8MT69	CENPX FAAP10 MHF2 STRA13	81
O94986	CEP152 KIAA0912	1710
P47902	CDX1	265
Q9HAZ1	CLK4	481
P10632	CYP2C8	490
P06850	CRH	196
P43320	CRYBB2 CRYB2 CRYB2A	205
P07316	CRYGB CRYG2	175
P19784	CSNK2A2 CK2A2	350
P08684	CYP3A4 CYP3A3	503
Q16829	DUSP7 PYST2	419
P14061	HSD17B1 E17KSR EDH17B1 EDH17B2 EDHB17 SDR28C1	328
P60228	EIF3E EIF3S6 INT6	445
Q13642	FHL1 SLIM1	323
Q00688	FKBP3 FKBP25	224
O95967	EFEMP2 FBLN4 UNQ200/PRO226	443
Q16665	HIF1A BHLHE78 MOP1 PASD8	826
Q9NWT6	HIF1AN FIH1	349
Q14CM0	FRMPD4 KIAA0316 PDZD10 PDZK10	1322
P11488	GNAT1 GNATR	350
P32881	IFNA8	189
Q86SX6	GLRX5 C14orf87	157
Q3V6T2	CCDC88A APE GRDN KIAA1212	1871
Q99714	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2	261
Q9Y3Q4	HCN4	1203
P30511	HLA-F HLA-5.4 HLAF	346
P31943	HNRNPH1 HNRPH HNRPH1	449
Q8WVV9	HNRNPLL HNRPLL SRRF BLOCK24	542
P30519	HMOX2 HO2	316
P04035	HMGCR	888
Q9NZL4	HSPBP1 HSPBP PP1845	359
O95777	LSM8	96
Q8ND30	PPFIBP2	876
P98164	LRP2	4655
P33241	LSP1 WP34	339
O75581	LRP6	1613
P09960	LTA4H LTA4	611
Q14114	LRP8 APOER2	963
Q13136	PPFIA1 LIP1	1202
O75334	PPFIA2	1257
O95970	LGI1 EPT UNQ775/PRO1569	557
Q9HBW1	LRRC4 BAG NAG14 UNQ554/PRO1111	653
Q96NW7	LRRC7 KIAA1365 LAP1	1537
Q99538	LGMN PRSC1	433
Q32MZ4	LRRFIP1 GCF2 TRIP	808
Q9BXB1	LGR4 GPR48	951
O75473	LGR5 GPR49 GPR67	907
Q5S007	LRRK2 PARK8	2527
Q9BRT6	LLPH C12orf31 cPERP-G	129
O43300	LRRTM2 KIAA0416 LRRN2	516
Q04760	GLO1	184
P49257	LMAN1 ERGIC53 F5F8D	510
Q8ND56	LSM14A C19orf13 FAM61A RAP55 RAP55A	463
Q08380	LGALS3BP M2BP	585
Q9H089	LSG1	658
Q16644	MAPKAPK3	382
P23368	ME2	584
P48163	ME1	572
Q16655	MLANA MART1	118
Q96QZ7	MAGI1 AIP3 BAIAP1 BAP1 TNRC19	1491
Q5VT66	MTARC1 MARC1 MOSC1	337
Q86UL8	MAGI2 ACVRINP1 AIP1 KIAA0705	1455
Q6PJG2	MIDEAS C14orf117 C14orf43 ELMSAN1	1045
Q8IYB1	MB21D2 C3orf59	491
P53582	METAP1 KIAA0094	386
Q5TCQ9	MAGI3 KIAA1634	1481
Q9H6Y5	MAGIX	334
Q9H0U3	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244	335
Q8NFP4	MDGA1 MAMDC3	955
Q9UI17	DMGDH	866
Q15691	MAPRE1	268
Q3KP22	MAJIN C11orf85	176
Q9UPY8	MAPRE3	281
A0A0B4J1U3	IGLV1-36	117
Q9Y4F3	MARF1 KIAA0430 LKAP	1742
P01700	IGLV1-47	117
P01709	IGLV2-8	118
P01704	IGLV2-14	120
P01714	IGLV3-19	112
P40926	MDH2	338
Q6P0N0	MIS18BP1 C14orf106 KIAA1903 KNL2 M18BP1	1132
P01721	IGLV6-57	117
Q5T0T0	MARCHF8 MARCH8 MIR RNF178	291
Q9NSY1	BMP2K BIKE HRIHFB2017	1161
Q7LFL8	CXXC5 HSPC195 TCCCIA00297	322
P55201	BRPF1 BR140	1214
Q6PJG6	BRAT1 BAAT1 C7orf27	821
Q9BUT1	BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933	245
Q96BP2	CHCHD1 C10orf34 MRPS37	118
Q8N884	CGAS C6orf150 MB21D1	522
P06126	CD1A	327
Q6UUV9	CRTC1 KIAA0616 MECT1 TORC1 WAMTP1	634
P04141	CSF2 GMCSF	144
Q5KU26	COLEC12 CLP1 NSR2 SCARA4 SRCL	742
Q9NUQ9	CYRIB CYRI FAM49B BM-009	324
Q6UX04	CWC27 SDCCAG10 UNQ438/PRO871	472
Q13409	DYNC1I2 DNCI2 DNCIC2	638
Q9NX09	DDIT4 REDD1 RTP801	232
P23415	GLRA1	457
Q9H1K1	ISCU NIFUN	167
P09210	GSTA2 GST2	222
Q6ISB3	GRHL2 BOM TFCP2L3	625
Q92833	JARID2 JMJ	1246
P07305	H1-0 H1F0 H1FV	194
P42262	GRIA2 GLUR2	883
Q9Y5Q6	INSL5 UNQ156/PRO182	135
Q9Y2Q3	GSTK1 HDCMD47P	226
Q01101	INSM1 IA1	510
Q13002	GRIK2 GLUR6	908
P30711	GSTT1	240
O14929	HAT1 KAT1	419
Q9UHL9	GTF2IRD1 CREAM1 GTF3 MUSTRD1 RBAP2 WBSCR11 WBSCR12	959
P78347	GTF2I BAP135 WBSCR6	998
Q92522	H1-10 H1FX	213
A4D1E9	GTPBP10 OBGH2 UG0751c10	387
Q9H7Z6	KAT8 MOF MYST1 PP7073	458
Q9BZE4	GTPBP4 CRFG NOG1	634
P07492	GRP	148
O60259	KLK8 NRPN PRSS19 TADG14 UNQ283/PRO322	260
Q14449	GRB14	540
P81274	GPSM2 LGN	684
P23352	ANOS1 ADMLX KAL KAL1 KALIG1	680
P48637	GSS	474
O60229	KALRN DUET DUO HAPIP TRAD	2986
P20718	GZMH CGL2 CTSGL2	246
P62805	H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4	103
P51124	GZMM MET1	257
P14210	HGF HPTA	728
Q15751	HERC1	4861
Q15011	HERPUD1 HERP KIAA0025 MIF1	391
Q9ULV5	HSF4	492
Q00839	HNRNPU C1orf199 HNRPU SAFA U21.1	825
P00738	HP	406
P38571	LIPA	399
Q86XE5	HOGA1 C10orf65 DHDPSL	327
Q969L4	LSM10	123
Q9Y333	LSM2 C6orf28 G7B	95
Q96Q04	LMTK3 KIAA1883 TYKLM3	1460
P62310	LSM3 MDS017	102
Q9Y4Z0	LSM4	139
Q9H9Z2	LIN28A CSDD1 LIN28 ZCCHC1	209
Q9Y4Y9	LSM5	91
Q6ZN17	LIN28B CSDD2	250
Q14392	LRRC32 D11S833E	662
P62312	LSM6	80
Q07954	LRP1 A2MR APR	4544
Q9P0L2	MARK1 KIAA1477 MARK	795
Q9NZL9	MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995	334
P50579	METAP2 MNPEP P67EIF2	478
Q7KZI7	MARK2 EMK1	788
Q8N4S9	MARVELD2 TRIC	558
P27448	MARK3 CTAK1 EMK2	753
Q96L34	MARK4 KIAA1860 MARKL1	752
P42679	MATK CTK HYL	507
Q02779	MAP3K10 MLK2 MST	954
Q16584	MAP3K11 MLK3 PTK1 SPRK	847
Q12852	MAP3K12 ZPK	859
P48740	MASP1 CRARF CRARF1 PRSS5	699
P08235	NR3C2 MCR MLR	984
O00187	MASP2	686
Q99558	MAP3K14 NIK	947
Q6ZN16	MAP3K15 ASK3	1313
Q9Y2H9	MAST1 KIAA0973 SAST	1570
Q13233	MAP3K1 MAPKKK1 MEKK MEKK1	1512
Q6P0Q8	MAST2 KIAA0807 MAST205	1798
Q7Z434	MAVS IPS1 KIAA1271 VISA	540
O60307	MAST3 KIAA0561	1309
P49137	MAPKAPK2	400
Q9NYL2	MAP3K20 MLTK ZAK HCCS4	800
O15021	MAST4 KIAA0303	2623
Q5TCX8	MAP3K21 KIAA1804 MLK4	1036
Q9Y2U5	MAP3K2 MAPKKK2 MEKK2	619
Q9UDY8	MALT1 MLT	824
Q99759	MAP3K3 MAPKKK3 MEKK3	626
P61244	MAX BHLHD4	160
Q96EH3	MALSU1 C7orf30	234
Q99683	MAP3K5 ASK1 MAPKKK5 MEKK5	1374
O43318	MAP3K7 TAK1	606
P41279	MAP3K8 COT ESTF	467
P80192	MAP3K9 MLK1 PRKE1	1104
Q6DN12	MCTP2	878
O00425	IGF2BP3 IMP3 KOC1 VICKZ3	579
Q96EY5	MVB12A CFBP FAM125A	273
Q9H7P6	MVB12B C9orf28 FAM125B	319
Q5SRI9	MANEA	462
P55010	EIF5	431
Q13651	IL10RA IL10R	578
Q8N6P7	IL22RA1 IL22R	574
Q6P2P2	PRMT9 PRMT10	845
Q9HBB8	CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168	845
Q9BZE9	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9	553
P51911	CNN1	297
Q96GD4	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	344
O95999	BCL10 CIPER CLAP	233
Q9Y2W7	KCNIP3 CSEN DREAM KCHIP3	256
Q9UI36	DACH1 DACH	758
P51530	DNA2 DNA2L KIAA0083	1060
Q7L2E3	DHX30 DDX30 KIAA0890	1194
P08246	ELANE ELA2	267
P55884	EIF3B EIF3S9	814
P41212	ETV6 TEL TEL1	452
O75369	FLNB FLN1L FLN3 TABP TAP	2602
Q96AC1	FERMT2 KIND2 MIG2 PLEKHC1	680
P63096	GNAI1	354
Q3T906	GNPTAB GNPTA KIAA1208	1256
Q9P298	HIGD1B	99
Q7Z4H3	HDDC2 C6orf74 NS5ATP2 CGI-130	204
Q99081	TCF12 BHLHB20 HEB HTF4	682
P0DMV8	HSPA1A HSP72 HSPA1 HSX70	641
P02545	LMNA LMN1	664
P84074	HPCA BDR2	193
Q13261	IL15RA	267
Q96F46	IL17RA IL17R	866
P05000	IFNW1	195
Q9NWZ3	IRAK4	460
Q14573	ITPR3	2671
Q8NA54	IQUB	791
Q5TA45	INTS11 CPSF3L RC68	600
Q15652	JMJD1C JHDM2C KIAA1380 TRIP8	2540
Q9Y219	JAG2	1238
Q9UQF2	MAPK8IP1 IB1 JIP1 PRKM8IP	711
O60271	SPAG9 HSS KIAA0516 MAPK8IP4 SYD1 HLC6	1321
Q9UPT6	MAPK8IP3 JIP3 KIAA1066	1336
Q6NYC1	JMJD6 KIAA0585 PSR PTDSR	403
P05556	ITGB1 FNRB MDF2 MSK12	798
Q2TBA0	KLHL40 KBTBD5 SRYP	621
P14780	MMP9 CLG4B	707
P04183	TK1	234
O95235	KIF20A MKLP2 RAB6KIFL	890
Q14654	KCNJ11	390
P12872	MLN	115
P43626	KIR2DL1 CD158A NKAT1	348
P43627	KIR2DL2 CD158B1 NKAT6	348
P43628	KIR2DL3 CD158B2 KIRCL23 NKAT2	341
Q99706	KIR2DL4 CD158D KIR103AS	377
P52564	MAP2K6 MEK6 MKK6 PRKMK6 SKK3	334
Q12756	KIF1A ATSV C2orf20	1690
Q7Z7F0	KHDC4 BLOM7 KIAA0907 SNORA80EHG	614
Q9HAQ2	KIF9	790
Q07666	KHDRBS1 SAM68	443
Q03426	MVK	396
P06870	KLK1	262
O43240	KLK10 NES1 PRSSL1	276
Q9BVG8	KIFC3	833
Q92794	KAT6A MOZ MYST3 RUNXBP2 ZNF220	2004
Q6H8Q1	ABLIM2 KIAA1808	611
P43681	CHRNA4 NACRA4	627
Q15822	CHRNA2	529
Q6UWZ7	ABRAXAS1 ABRA1 CCDC98 FAM175A UNQ496/PRO1013	409
Q9UGM1	CHRNA9 NACHRA9	479
Q15018	ABRAXAS2 ABRO1 FAM175B KIAA0157	415
P30926	CHRNB4	498
Q8NE71	ABCF1 ABC50	845
Q9UNQ0	ABCG2 ABCP BCRP BCRP1 MXR	655
P45844	ABCG1 ABC8 WHT1	678
Q9NY61	AATF CHE1 DED HSPC277	560
P08195	SLC3A2 MDU1	630
O95696	BRD1 BRL BRPF2	1058
Q9BX70	BTBD2	525
P41595	HTR2B	481
P61981	YWHAG	247
P31947	SFN HME1	248
O43741	PRKAB2	272
O00170	AIP XAP2	330
P37023	ACVRL1 ACVRLK1 ALK1	503
O43918	AIRE APECED	545
P05091	ALDH2 ALDM	517
Q9UIG0	BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF	1483
Q9UIF8	BAZ2B KIAA1476	2168
P00326	ADH1C ADH3	375
Q04828	AKR1C1 DDH DDH1	323
Q9Y4W6	AFG3L2	797
Q9UM73	ALK	1620
Q5T5Y3	CAMSAP1	1602
Q13137	CALCOCO2 NDP52	446
P10109	FDX1 ADX	184
P57730	CARD18 ICEBERG UNQ5804/PRO19611	90
Q53H12	AGK MULK	422
Q5T440	IBA57 C1orf69	356
Q9NR80	ARHGEF4 KIAA1112	690
Q15052	ARHGEF6 COOL2 KIAA0006 PIXA	776
Q9UJX4	ANAPC5 APC5	755
Q9UJX3	ANAPC7 APC7	565
Q01484	ANK2 ANKB	3957
P51693	APLP1	650
P35070	BTC	178
P52790	HK3	923
Q6UXL0	IL20RB DIRS1 UNQ557/PRO1114	311
Q15811	ITSN1 ITSN SH3D1A	1721
O00629	KPNA4 QIP1	521
Q86VI3	IQGAP3	1631
O95050	INMT	263
P78504	JAG1 JAGL1	1218
P56199	ITGA1	1179
P05107	ITGB2 CD18 MFI7	769
P16144	ITGB4	1822
O96007	MOCS2 MCBPE MOCO1	188
Q9NRR6	INPP5E	644
Q13554	CAMK2B CAM2 CAMK2 CAMKB	666
Q13555	CAMK2G CAMK CAMK-II CAMKG	558
Q9UH77	KLHL3 KIAA1129	587
Q6TDP4	KLHL17 AF	642
Q8N5Z5	KCTD17	321
O60669	SLC16A7 MCT2	478
Q8NI77	KIF18A OK/SW-cl.108	898
Q8IXQ5	KLHL7	586
Q9UBU8	MORF4L1 MRG15 FWP006 HSPC008 HSPC061 PP368	362
Q8IZU9	KIRREL3 KIAA1867 NEPH2 UNQ5923/PRO4502/PRO19814	778
O95259	KCNH1 EAG EAG1	989
P11717	IGF2R MPRI	2491
P13647	KRT5	590
Q14678	KANK1 ANKRD15 KANK KIAA0172	1352
P05771	PRKCB PKCB PRKCB1	671
Q9H2S1	KCNN2	579
Q92806	KCNJ9 GIRK3	393
P31321	PRKAR1B	381
Q9BZL6	PRKD2 PKD2 HSPC187	878
P29375	KDM5A JARID1A RBBP2 RBP2	1690
Q6DD88	ATL3	541
P11021	HSPA5 GRP78	654
P12645	BMP3 BMP3A	472
O60566	BUB1B BUBR1 MAD3L SSK1	1050
Q9UL15	BAG5 KIAA0873	447
P04003	C4BPA C4BP	597
Q16878	CDO1	200
O76039	CDKL5 STK9	960
P52757	CHN2 ARHGAP3 BCH	468
Q9UKF6	CPSF3 CPSF73	684
Q9P2I0	CPSF2 CPSF100 KIAA1367	782
P67870	CSNK2B CK2N G5A	215
P48167	GLRB	497
Q16695	H3-4 H3FT HIST3H3	136
P0CAP2	POLR2M GRINL1A	368
P0C0S5	H2AZ1 H2AFZ H2AZ	128
P0DPK2	H3Y1	136
P51858	HDGF HMG1L2	240
O14964	HGS HRS	777
Q6PKG0	LARP1 KIAA0731 LARP	1096
P17096	HMGA1 HMGIY	107
Q03252	LMNB2 LMN2	620
P61968	LMO4	165
Q86YD5	LDLRAD3 LRAD3	345
Q8WWI1	LMO7 FBX20 FBXO20 KIAA0858	1683
P29536	LMOD1	600
P22888	LHCGR LCGR LGR2 LHRHR	699
Q6P5Q4	LMOD2	547
P83369	LSM11	360
P42702	LIFR	1097
P15018	LIF HILDA	202
P50851	LRBA BGL CDC4L LBA	2863
P15814	IGLL1 IGL1	213
Q969J5	IL22RA2 UNQ5793/PRO19598/PRO19822	263
Q9BYI3	FAM126A DRCTNNB1A	521
Q9Y4H2	IRS2	1338
Q13576	IQGAP2	1575
Q15181	PPA1 IOPPP PP	289
Q9NVM9	INTS13 ASUN C12orf11 GCT1	706
Q9UK53	ING1	422
O15553	MEFV MEF TRIM20	781
Q07866	KLC1 KLC KNS2	573
P53985	SLC16A1 MCT1	500
Q68DU8	KCTD16 KIAA1317	428
Q13163	MAP2K5 MEK5 MKK5 PRKMK5	448
